DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
233997,233997,UT,20:46:59 03-Sep-2022,Argos,A,62.4604,-7.0786,,,,,,,,,,
233997,233997,UT,21:00:57 03-Sep-2022,Argos,B,62.5710,-6.4880,,,,,,,,,,
233997,233997,UT,21:57:22 03-Sep-2022,Argos,B,62.5779,-6.4805,,,,,,,,,,
233997,233997,UT,22:25:08 03-Sep-2022,Argos,A,62.6634,-6.4080,1836,10647,316,114,,,,,,
233997,233997,UT,18:13:35 04-Sep-2022,Argos,B,62.6873,-6.4485,14009,26990,7271,99,,,,,,
233997,233997,UT,18:18:56 04-Sep-2022,Argos,A,62.9680,-6.8309,2298,19415,271,84,,,,,,
233997,233997,UT,18:49:00 04-Sep-2022,Argos,A,62.9772,-6.8379,4202,101781,173,79,,,,,,
233997,233997,UT,18:49:40 04-Sep-2022,Argos,B,62.9725,-6.8539,5989,10883,3296,76,,,,,,
233997,233997,UT,18:50:07 04-Sep-2022,Argos,B,62.9736,-6.8574,1007,2973,341,53,,,,,,
233997,233997,UT,20:01:37 04-Sep-2022,Argos,A,62.9819,-6.9284,173,295,100,109,,,,,,
233997,233997,UT,20:16:28 04-Sep-2022,Argos,B,62.9820,-6.9272,554,1184,259,90,,,,,,
233997,233997,UT,20:23:14 04-Sep-2022,Argos,1,62.9472,-6.8987,1033,2307,461,88,,,,,,
233997,233997,UT,20:23:57 04-Sep-2022,Argos,2,62.9561,-6.8697,306,1811,51,82,,,,,,
233997,233997,UT,20:30:34 04-Sep-2022,Argos,3,62.9430,-6.8786,215,506,91,112,,,,,,
233997,233997,UT,21:32:18 04-Sep-2022,Argos,B,62.9480,-6.9060,2286,5032,1038,90,,,,,,
233997,233997,UT,21:44:51 04-Sep-2022,Argos,B,62.9476,-6.9005,2479,6524,942,95,,,,,,
233997,233997,UT,22:06:05 04-Sep-2022,Argos,3,62.9763,-6.9634,193,1211,30,80,,,,,,
233997,233997,UT,22:07:59 04-Sep-2022,Argos,B,62.9844,-6.9439,1853,5428,632,86,,,,,,
233997,233997,UT,22:08:33 04-Sep-2022,Argos,1,62.9629,-6.9595,1450,3485,603,78,,,,,,
233997,233997,UT,09:50:24 05-Sep-2022,Argos,B,62.9951,-6.9201,21807,104200,4563,102,,,,,,
233997,233997,UT,19:36:15 05-Sep-2022,Argos,B,62.8974,-6.5468,14610,962406,221,72,,,,,,
233997,233997,UT,19:46:31 05-Sep-2022,Argos,1,63.0489,-6.0460,1016,2902,355,86,,,,,,
233997,233997,UT,19:57:47 05-Sep-2022,Argos,A,63.0734,-6.0606,2401,19921,289,87,,,,,,
233997,233997,UT,19:58:52 05-Sep-2022,Argos,A,63.0751,-5.9592,547,1285,232,107,,,,,,
233997,233997,UT,20:03:05 05-Sep-2022,Argos,3,63.0731,-5.9537,248,1374,44,78,,,,,,
233997,233997,UT,20:04:38 05-Sep-2022,Argos,A,63.0719,-5.9596,229,709,74,118,,,,,,
233997,233997,UT,21:16:39 05-Sep-2022,Argos,B,63.1024,-5.9656,823,13863,48,90,,,,,,
233997,233997,UT,21:28:29 05-Sep-2022,Argos,B,63.1039,-5.9663,940,5213,169,90,,,,,,
233997,233997,UT,21:35:25 05-Sep-2022,Argos,B,63.1326,-5.9738,1057,21086,53,99,,,,,,
233997,233997,UT,21:36:46 05-Sep-2022,Argos,B,63.0932,-6.0131,1436,4310,478,94,,,,,,
233997,233997,UT,21:41:48 05-Sep-2022,Argos,B,63.1061,-5.9800,1163,3848,351,99,,,,,,
233997,233997,UT,21:45:26 05-Sep-2022,Argos,A,63.1388,-5.9815,972,19680,48,82,,,,,,
233997,233997,UT,22:54:02 05-Sep-2022,Argos,B,63.1138,-6.0338,1288,30456,54,99,,,,,,
233997,233997,UT,19:28:56 06-Sep-2022,Argos,B,62.9153,-4.7477,35269,279885,4444,33,,,,,,
233997,233997,UT,19:29:27 06-Sep-2022,Argos,A,63.2948,-4.5069,5154,28406,935,96,,,,,,
233997,233997,UT,19:34:55 06-Sep-2022,Argos,B,63.2960,-4.4601,5163,9348,2851,140,,,,,,
233997,233997,UT,19:36:29 06-Sep-2022,Argos,1,63.3214,-4.4943,539,3496,83,81,,,,,,
233997,233997,UT,19:45:37 06-Sep-2022,Argos,B,63.3073,-4.5069,1290,2759,602,88,,,,,,
233997,233997,UT,19:46:36 06-Sep-2022,Argos,0,63.3067,-4.5068,1990,9336,424,107,,,,,,
233997,233997,UT,20:29:58 06-Sep-2022,Argos,B,63.3151,-4.4838,3338,8385,1329,86,,,,,,
233997,233997,UT,21:02:06 06-Sep-2022,Argos,B,63.2954,-4.5559,11188,28954,4322,120,,,,,,
233997,233997,UT,21:05:27 06-Sep-2022,Argos,B,63.3543,-4.5824,826,22674,30,73,,,,,,
233997,233997,UT,21:14:07 06-Sep-2022,Argos,A,63.3759,-4.5767,2840,3675,2195,39,,,,,,
233997,233997,UT,21:17:07 06-Sep-2022,Argos,B,63.3453,-4.6100,475,1146,196,91,,,,,,
233997,233997,UT,21:19:14 06-Sep-2022,Argos,B,63.3471,-4.6071,3499,8428,1452,92,,,,,,
233997,233997,UT,21:20:30 06-Sep-2022,Argos,A,63.3740,-4.5669,243,1511,39,101,,,,,,
233997,233997,UT,22:45:50 06-Sep-2022,Argos,B,63.3866,-4.6507,1273,5198,311,35,,,,,,
233997,233997,UT,22:46:33 06-Sep-2022,Argos,B,63.4033,-4.6393,791,2053,304,38,,,,,,
233997,233997,UT,22:51:37 06-Sep-2022,Argos,B,63.4439,-4.6139,558,1769,175,95,,,,,,
233997,233997,UT,18:55:06 07-Sep-2022,Argos,B,63.7458,-4.8990,32983,273980,3970,94,,,,,,
233997,233997,UT,19:11:09 07-Sep-2022,Argos,2,63.8107,-4.5677,383,1417,103,77,,,,,,
233997,233997,UT,19:17:20 07-Sep-2022,Argos,B,63.8106,-4.5666,1116,2653,469,89,,,,,,
233997,233997,UT,19:20:47 07-Sep-2022,Argos,1,63.8275,-4.5237,978,7901,121,89,,,,,,
233997,233997,UT,19:25:29 07-Sep-2022,Argos,B,63.8260,-4.5189,1498,4109,546,80,,,,,,
233997,233997,UT,19:29:20 07-Sep-2022,Argos,2,63.8320,-4.6298,411,3077,54,97,,,,,,
233997,233997,UT,20:15:03 07-Sep-2022,Argos,B,63.8372,-4.6477,3764,8562,1654,90,,,,,,
233997,233997,UT,20:35:40 07-Sep-2022,Argos,0,63.8255,-4.5429,1646,4496,602,106,,,,,,
233997,233997,UT,20:52:30 07-Sep-2022,Argos,1,63.8245,-4.5075,1168,6484,210,78,,,,,,
233997,233997,UT,20:53:56 07-Sep-2022,Argos,B,63.8262,-4.4939,954,1445,629,69,,,,,,
233997,233997,UT,21:02:41 07-Sep-2022,Argos,1,63.8252,-4.5006,843,3591,197,86,,,,,,
233997,233997,UT,21:02:41 07-Sep-2022,Argos,1,63.8224,-4.5570,696,5632,86,80,,,,,,
233997,233997,UT,21:04:07 07-Sep-2022,Argos,B,63.8253,-4.5005,1610,4057,638,89,,,,,,
233997,233997,UT,22:13:58 07-Sep-2022,Argos,A,63.7588,-4.4556,1917,6689,549,52,,,,,,
233997,233997,UT,22:29:27 07-Sep-2022,Argos,B,63.7775,-4.4435,1426,22894,88,95,,,,,,
233997,233997,UT,22:36:20 07-Sep-2022,Argos,B,63.7784,-4.4413,551,2673,113,93,,,,,,
233997,233997,UT,22:41:09 07-Sep-2022,Argos,1,63.8094,-4.4034,702,1365,361,80,,,,,,
233997,233997,UT,18:20:23 08-Sep-2022,Argos,A,63.1028,-5.0503,21529,529970,874,91,,,,,,
233997,233997,UT,18:47:58 08-Sep-2022,Argos,A,63.1534,-5.2573,44244,331737,5900,84,,,,,,
233997,233997,UT,19:03:48 08-Sep-2022,Argos,A,63.0759,-5.5828,4264,36601,496,70,,,,,,
233997,233997,UT,19:04:50 08-Sep-2022,Argos,A,63.0630,-5.6248,2842,11255,717,68,,,,,,
233997,233997,UT,19:11:37 08-Sep-2022,Argos,0,63.0480,-5.6367,6640,130162,338,78,,,,,,
233997,233997,UT,19:14:00 08-Sep-2022,Argos,0,63.0262,-5.6541,4785,108883,210,99,,,,,,
233997,233997,UT,19:47:43 08-Sep-2022,Argos,B,63.0123,-5.6416,14658,34826,6169,90,,,,,,
233997,233997,UT,20:04:06 08-Sep-2022,Argos,1,62.9789,-5.7637,1070,4724,242,88,,,,,,
233997,233997,UT,20:38:52 08-Sep-2022,Argos,B,62.9618,-5.8267,7357,75505,716,65,,,,,,
233997,233997,UT,20:40:40 08-Sep-2022,Argos,A,62.9862,-5.7880,584,5354,63,77,,,,,,
233997,233997,UT,20:45:02 08-Sep-2022,Argos,B,62.9859,-5.7889,1078,3793,306,79,,,,,,
233997,233997,UT,20:53:44 08-Sep-2022,Argos,1,62.9621,-5.7874,611,3375,110,81,,,,,,
233997,233997,UT,21:45:06 08-Sep-2022,Argos,A,62.8855,-5.7390,1858,6364,542,136,,,,,,
233997,233997,UT,22:06:50 08-Sep-2022,Argos,B,62.8899,-5.7384,5792,11049,3035,99,,,,,,
233997,233997,UT,22:19:52 08-Sep-2022,Argos,B,62.9340,-5.9383,2185,4497,1061,89,,,,,,
233997,233997,UT,22:22:30 08-Sep-2022,Argos,B,62.9474,-5.9026,6012,15740,2296,90,,,,,,
233997,233997,UT,22:22:30 08-Sep-2022,Argos,A,62.9074,-5.8352,573,3593,91,73,,,,,,
233997,233997,UT,18:20:30 09-Sep-2022,Argos,B,63.0318,-6.1792,6652,747412,59,77,,,,,,
233997,233997,UT,18:42:12 09-Sep-2022,Argos,B,62.9925,-6.3516,5388,354019,82,78,,,,,,
233997,233997,UT,18:56:58 09-Sep-2022,Argos,1,62.9213,-6.7187,672,6251,72,78,,,,,,
233997,233997,UT,18:57:48 09-Sep-2022,Argos,B,62.9213,-6.7183,633,3616,110,80,,,,,,
233997,233997,UT,19:34:30 09-Sep-2022,Argos,A,62.9312,-6.7751,2459,55647,108,100,,,,,,
233997,233997,UT,19:57:13 09-Sep-2022,Argos,2,62.9158,-6.6561,368,798,169,78,,,,,,
233997,233997,UT,20:20:37 09-Sep-2022,Argos,2,62.9296,-6.6428,362,2520,51,79,,,,,,
233997,233997,UT,20:30:04 09-Sep-2022,Argos,B,62.9299,-6.6594,1337,3212,556,86,,,,,,
233997,233997,UT,20:42:35 09-Sep-2022,Argos,A,62.9018,-6.7319,1698,24873,115,84,,,,,,
233997,233997,UT,21:42:08 09-Sep-2022,Argos,A,62.9052,-6.8603,1331,12495,141,80,,,,,,
233997,233997,UT,18:20:25 10-Sep-2022,Argos,A,62.9499,-6.6024,240,1009,57,88,,,,,,
233997,233997,UT,18:38:54 10-Sep-2022,Argos,B,62.9499,-6.6023,1330,3005,588,89,,,,,,
233997,233997,UT,18:40:06 10-Sep-2022,Argos,A,62.9633,-6.5761,796,32144,19,93,,,,,,
233997,233997,UT,18:52:56 10-Sep-2022,Argos,B,62.9633,-6.5758,1148,4121,319,92,,,,,,
233997,233997,UT,19:03:48 10-Sep-2022,Argos,1,62.9738,-6.5531,1151,6833,194,109,,,,,,
233997,233997,UT,19:31:17 10-Sep-2022,Argos,B,63.0024,-6.5705,2023,20306,201,85,,,,,,
233997,233997,UT,20:04:31 10-Sep-2022,Argos,A,62.9913,-6.6458,3915,26348,581,61,,,,,,
233997,233997,UT,20:14:24 10-Sep-2022,Argos,B,62.9993,-6.6287,6095,17910,2074,67,,,,,,
233997,233997,UT,20:17:18 10-Sep-2022,Argos,A,63.0181,-6.6204,520,5853,46,78,,,,,,
233997,233997,UT,20:29:45 10-Sep-2022,Argos,B,63.0343,-6.5433,607,1305,281,111,,,,,,
233997,233997,UT,20:40:17 10-Sep-2022,Argos,B,63.0227,-6.5640,1155,5961,223,101,,,,,,
233997,233997,UT,21:36:26 10-Sep-2022,Argos,2,63.1027,-6.6024,360,1597,80,87,,,,,,
233997,233997,UT,21:46:31 10-Sep-2022,Argos,B,63.1026,-6.6036,1274,2846,570,89,,,,,,
233997,233997,UT,21:58:45 10-Sep-2022,Argos,A,63.0966,-6.5951,1085,15277,77,85,,,,,,
233997,233997,UT,22:21:01 10-Sep-2022,Argos,B,63.0961,-6.5990,1929,6202,600,87,,,,,,
233997,233997,UT,18:03:25 11-Sep-2022,Argos,B,63.3825,-7.5198,6506,9224,4588,67,,,,,,
233997,233997,UT,18:25:21 11-Sep-2022,Argos,A,63.0761,-7.6690,2023,2854,1433,101,,,,,,
233997,233997,UT,18:29:28 11-Sep-2022,Argos,B,63.2188,-7.3904,4332,14418,1301,69,,,,,,
233997,233997,UT,18:29:28 11-Sep-2022,Argos,B,63.3195,-7.4935,5047,8331,3057,66,,,,,,
233997,233997,UT,18:35:30 11-Sep-2022,Argos,0,63.0543,-7.6739,2969,21229,415,89,,,,,,
233997,233997,UT,19:05:59 11-Sep-2022,Argos,2,63.0932,-7.7177,349,2103,57,82,,,,,,
233997,233997,UT,19:40:27 11-Sep-2022,Argos,A,63.0729,-7.8347,1300,21060,80,79,,,,,,
233997,233997,UT,19:58:20 11-Sep-2022,Argos,1,63.0849,-7.8969,622,2327,166,82,,,,,,
233997,233997,UT,20:08:19 11-Sep-2022,Argos,B,63.0964,-7.9472,1723,3901,761,59,,,,,,
233997,233997,UT,20:13:01 11-Sep-2022,Argos,A,63.1176,-7.8970,479,1712,134,78,,,,,,
233997,233997,UT,20:17:00 11-Sep-2022,Argos,B,63.1166,-7.9030,1123,2605,484,86,,,,,,
233997,233997,UT,20:30:45 11-Sep-2022,Argos,B,63.1191,-7.9259,1507,3555,638,90,,,,,,
233997,233997,UT,20:45:50 11-Sep-2022,Argos,B,63.1167,-7.9139,1934,5924,631,93,,,,,,
233997,233997,UT,21:18:49 11-Sep-2022,Argos,1,63.0721,-7.9358,757,2454,233,79,,,,,,
233997,233997,UT,21:31:45 11-Sep-2022,Argos,B,63.0724,-7.9338,3370,7355,1543,90,,,,,,
233997,233997,UT,21:44:03 11-Sep-2022,Argos,B,63.0629,-7.9664,2917,70891,120,78,,,,,,
233997,233997,UT,21:48:07 11-Sep-2022,Argos,B,63.0677,-7.9333,749,4518,124,83,,,,,,
233997,233997,UT,22:04:20 11-Sep-2022,Argos,B,63.0628,-7.9566,915,3347,250,85,,,,,,
233997,233997,UT,18:25:20 12-Sep-2022,Argos,B,62.8339,-9.6812,3350,18667,601,74,,,,,,
233997,233997,UT,18:43:03 12-Sep-2022,Argos,B,63.1671,-8.8275,16129,165539,1571,91,,,,,,
233997,233997,UT,19:19:32 12-Sep-2022,Argos,B,63.1606,-8.8779,17772,60110,5254,90,,,,,,
233997,233997,UT,19:42:27 12-Sep-2022,Argos,B,63.2420,-8.5365,2532,79912,80,99,,,,,,
233997,233997,UT,19:44:33 12-Sep-2022,Argos,A,63.2229,-8.5035,285,2456,33,96,,,,,,
233997,233997,UT,19:56:03 12-Sep-2022,Argos,B,63.2365,-8.5881,1468,3020,713,71,,,,,,
233997,233997,UT,20:01:27 12-Sep-2022,Argos,2,63.2350,-8.5763,252,2060,30,85,,,,,,
233997,233997,UT,20:17:50 12-Sep-2022,Argos,0,63.2291,-8.6118,1642,6303,427,85,,,,,,
233997,233997,UT,20:57:52 12-Sep-2022,Argos,1,63.2210,-8.7060,1277,25050,65,80,,,,,,
233997,233997,UT,21:16:43 12-Sep-2022,Argos,A,63.2359,-8.6363,685,3271,143,76,,,,,,
233997,233997,UT,21:21:07 12-Sep-2022,Argos,2,63.2422,-8.5870,348,824,147,131,,,,,,
233997,233997,UT,21:34:27 12-Sep-2022,Argos,B,63.2332,-8.6343,1081,8394,139,78,,,,,,
