year,date,stodnr,hvalnr,kyn,kj,longd,kl
2021,01/09/2021,2021011,210304,m,1,NA,NA
2021,01/09/2021,2021011,210305,f,1,NA,NA
2021,01/09/2021,2021011,210306,m,1,NA,NA
2021,01/09/2021,2021011,210307,m,1,NA,NA
2021,01/09/2021,2021011,210308,m,1,NA,NA
2021,01/09/2021,2021011,210309,m,1,NA,NA
2021,01/09/2021,2021011,210310,m,1,NA,NA
2021,01/09/2021,2021011,210311,m,1,NA,NA
2021,01/09/2021,2021011,210312,f,1,NA,NA
2021,01/09/2021,2021011,210313,f,1,NA,NA
2021,01/09/2021,2021011,210314,f,1,NA,NA
2021,01/09/2021,2021011,210315,f,1,NA,NA
2021,01/09/2021,2021011,210316,f,1,NA,NA
2021,01/09/2021,2021011,210317,f,1,NA,NA
2021,01/09/2021,2021011,210318,f,1,NA,NA
2021,01/09/2021,2021011,210319,f,1,NA,NA
2021,01/09/2021,2021011,210320,m,1,NA,NA
2021,01/09/2021,2021011,210321,f,1,NA,1
2021,01/09/2021,2021011,210322,m,1,NA,NA
2021,01/09/2021,2021011,210323,f,1,NA,NA
2021,01/09/2021,2021011,210324,f,1,NA,NA
2021,01/09/2021,2021011,210325,m,1,NA,NA
2021,01/09/2021,2021011,210326,f,1,NA,1
2021,01/09/2021,2021011,210327,f,1,NA,1
2021,01/09/2021,2021011,210328,m,1,NA,NA
2021,01/09/2021,2021011,210329,f,1,NA,NA
2021,01/09/2021,2021011,210330,f,1,NA,1
2021,01/09/2021,2021011,210331,f,1,NA,NA
2021,01/09/2021,2021011,210332,f,1,NA,NA
2021,01/09/2021,2021011,210333,f,1,NA,NA
2021,01/09/2021,2021011,210334,m,1,NA,NA
2021,01/09/2021,2021011,210335,m,1,NA,NA
2021,01/09/2021,2021011,210336,f,1,NA,NA
2021,01/09/2021,2021011,210337,m,1,NA,NA
2021,01/09/2021,2021011,210338,m,1,NA,NA
2021,01/09/2021,2021011,210339,f,1,NA,NA
2021,01/09/2021,2021011,210340,f,1,NA,NA
2021,01/09/2021,2021011,210341,f,1,NA,NA
2021,01/09/2021,2021011,210342,f,1,NA,NA
2021,01/09/2021,2021011,210343,f,1,NA,NA
2021,01/09/2021,2021011,210344,f,1,NA,NA
2021,01/09/2021,2021011,210345,f,1,NA,NA
2021,01/09/2021,2021011,210346,f,1,NA,NA
2021,01/09/2021,2021011,210347,f,1,NA,NA
2021,01/09/2021,2021011,210348,m,1,NA,NA
2021,01/09/2021,2021011,210349,m,1,NA,NA
2021,01/09/2021,2021011,210350,m,1,NA,NA
2021,01/09/2021,2021011,210351,m,1,NA,NA
2021,01/09/2021,2021011,210352,m,1,NA,NA
2021,01/09/2021,2021011,210353,m,1,NA,NA
2021,01/09/2021,2021011,210354,m,1,NA,NA
2021,01/09/2021,2021011,210355,f,1,NA,NA
2022,07/05/2022,2022001,220001,f,1,445,NA
2022,07/05/2022,2022001,220002,m,1,504,NA
2022,07/05/2022,2022001,220003,f,1,445,NA
2022,07/05/2022,2022001,220004,f,1,238,NA
2022,07/05/2022,2022001,220005,f,1,456,NA
2022,07/05/2022,2022001,220006,f,1,424,NA
2022,07/05/2022,2022001,220007,f,1,425,NA
2022,07/05/2022,2022001,220008,f,1,428,NA
2022,07/05/2022,2022001,220009,f,1,429,NA
2022,07/05/2022,2022001,220010,m,1,500,NA
2022,07/05/2022,2022001,220011,f,1,429,NA
2022,07/05/2022,2022001,220012,f,1,423,NA
2022,07/05/2022,2022001,220013,f,1,372,NA
2022,07/05/2022,2022001,220014,f,1,419,NA
2022,07/05/2022,2022001,220015,f,1,416,NA
2022,07/05/2022,2022001,220016,m,1,509,NA
2022,07/05/2022,2022001,220017,f,1,267,NA
2022,07/05/2022,2022001,220018,f,1,452,NA
2022,07/05/2022,2022001,220019,m,1,525,NA
2022,07/05/2022,2022001,220020,f,1,398,NA
2022,07/05/2022,2022001,220021,m,1,268,NA
2022,07/05/2022,2022001,220022,m,1,533,NA
2022,07/05/2022,2022001,220023,m,1,281,NA
2022,07/05/2022,2022001,220024,m,1,574,NA
2022,07/05/2022,2022001,220025,m,1,449,NA
2022,07/05/2022,2022001,220026,f,1,433,NA
2022,07/05/2022,2022001,220027,m,1,530,NA
2022,07/05/2022,2022001,220028,f,1,241,NA
2022,07/05/2022,2022001,220029,m,1,492,NA
2022,07/05/2022,2022001,220030,f,1,425,NA
2022,07/05/2022,2022001,220031,m,1,420,NA
2022,07/05/2022,2022001,220032,f,1,453,NA
2022,07/05/2022,2022001,220033,f,1,299,NA
2022,07/05/2022,2022001,220034,m,1,513,NA
2022,07/05/2022,2022001,220035,f,1,418,NA
2022,07/05/2022,2022001,220036,f,1,433,NA
2022,07/05/2022,2022001,220037,f,1,360,1
2022,07/05/2022,2022001,220038,f,1,335,1
2022,07/05/2022,2022001,220039,f,1,423,1
2022,07/05/2022,2022001,220040,f,1,429,1
2022,07/05/2022,2022001,220041,f,1,408,1
2022,07/05/2022,2022001,220042,m,1,439,1
2022,07/05/2022,2022001,220043,f,1,433,1
2022,07/05/2022,2022001,220044,f,1,452,1
2022,07/05/2022,2022001,220045,f,1,422,NA
2022,07/05/2022,2022001,220046,f,1,429,1
2022,07/05/2022,2022001,220047,f,1,401,1
2022,07/05/2022,2022001,220048,f,1,439,NA
2022,07/05/2022,2022001,220049,f,1,428,NA
2022,07/05/2022,2022001,220050,m,1,505,NA
2022,07/05/2022,2022001,220051,f,1,451,NA
2022,07/05/2022,2022001,220052,f,1,330,NA
2022,07/05/2022,2022001,220053,f,1,384,NA
2022,07/05/2022,2022001,220054,f,1,354,NA
2022,07/05/2022,2022001,220055,f,1,432,NA
2022,07/05/2022,2022001,220056,f,1,403,NA
2022,07/05/2022,2022001,220057,f,1,326,NA
2022,07/05/2022,2022001,220058,m,1,490,NA
2022,07/05/2022,2022001,220059,f,1,454,NA
2022,07/05/2022,2022001,220060,m,1,558,NA
2022,07/05/2022,2022001,220061,f,1,205,NA
2022,07/05/2022,2022001,220062,m,1,505,NA
2022,07/05/2022,2022001,220063,m,1,429,NA
2022,17/09/2022,2022008,220165,f,1,442,1
2022,17/09/2022,2022008,220166,f,1,412,NA
2022,17/09/2022,2022008,220167,m,1,558,1
2022,17/09/2022,2022008,220168,f,1,412,1
2022,17/09/2022,2022008,220169,f,1,395,NA
2022,17/09/2022,2022008,220170,m,1,520,NA
2022,17/09/2022,2022008,220171,f,1,426,1
2022,17/09/2022,2022008,220172,f,1,441,NA
2022,17/09/2022,2022008,220173,f,1,424,1
2022,17/09/2022,2022008,220174,f,1,402,1
2022,17/09/2022,2022008,220175,f,1,318,1
2022,17/09/2022,2022008,220176,f,1,432,NA
2022,17/09/2022,2022008,220177,f,1,439,1
2022,17/09/2022,2022008,220178,f,1,428,1
2022,17/09/2022,2022008,220179,f,1,427,NA
2022,17/09/2022,2022008,220180,f,1,426,1
2022,17/09/2022,2022008,220181,f,1,434,1
2022,17/09/2022,2022008,220182,f,1,194,NA
2022,17/09/2022,2022008,220183,f,1,427,NA
2022,17/09/2022,2022008,220184,f,1,426,NA
2022,12/10/2022,2022009,220191,f,1,448,1
2022,12/10/2022,2022009,220192,f,1,338,1
2022,12/10/2022,2022009,220193,f,1,452,1
2022,12/10/2022,2022009,220194,f,1,459,1
2022,12/10/2022,2022009,220195,f,1,432,NA
2022,12/10/2022,2022009,220196,m,1,449,1
2022,12/10/2022,2022009,220197,f,1,430,NA
2022,12/10/2022,2022009,220198,m,1,559,NA
2022,12/10/2022,2022009,220199,m,1,265,NA
2022,12/10/2022,2022009,220200,f,1,431,NA
2022,12/10/2022,2022009,220201,m,1,578,NA
2022,12/10/2022,2022009,220202,f,1,412,NA
2022,12/10/2022,2022009,220203,m,1,551,NA
2022,12/10/2022,2022009,220204,f,1,430,NA
2022,12/10/2022,2022009,220205,m,1,536,NA
2022,12/10/2022,2022009,220206,m,1,545,NA
2022,12/10/2022,2022009,220207,f,1,349,NA
2022,12/10/2022,2022009,220208,f,1,430,1
2022,12/10/2022,2022009,220209,f,1,437,1
2022,12/10/2022,2022009,220210,m,1,442,1
2022,12/10/2022,2022009,220211,f,1,218,1
2022,12/10/2022,2022009,220212,f,1,192,1
2022,12/10/2022,2022009,220213,f,1,419,1
2022,12/10/2022,2022009,220214,f,1,431,1
2022,12/10/2022,2022009,220215,f,1,245,1
2022,12/10/2022,2022009,220216,f,1,407,1
2022,12/10/2022,2022009,220217,m,1,408,1
2022,12/10/2022,2022009,220218,m,1,470,1
2022,12/10/2022,2022009,220219,f,1,442,1
2022,12/10/2022,2022009,220220,f,1,437,1
